id,text,source,label,cleaned_text_1,cleaned_text_2
123,My 21st is coming..,twitter,1,21st coming,my 21st is coming
124,When I was like 13 years old in Puerto Rico in 6th grade  http://t.co/sNuZtozB,twitter,0,like 13 years old puerto rico 6th grade http,when i was like 13 years old in puerto rico in 6th grade http
125,"@tatumbetter @saintsteven78 @PatsDynasty_1 @jeter_hood @AngryCeltics @QueenLambright7 @AdamHimmelsbach @Draymond__Green He averaged 17ppg in that series at 22. Jaylen averaged 19ppg in the 2018 ECONF Finals at 21! Gave the Bucks 36 on the road.Also...Kawhi had 3 HOfers, Jaylen had ZERO!Jaylen will average 18+ next year. He's not Kawhi, but don't overhype Kawhi when he was coming up.",twitter,0,averaged 17ppg series jaylen averaged 19ppg 2018 econf finals 21 gave bucks 36 kawhi 3 hofers jaylen zero jaylen average next year kawhi overhype kawhi coming,he averaged 17ppg in that series at jaylen averaged 19ppg in the 2018 econf finals at 21 gave the bucks 36 on the kawhi had 3 hofers jaylen had zero jaylen will average next year he not kawhi but do overhype kawhi when he was coming up
126,i still can't believe lorde was 16 years old when she wrote ribs...she is SO wise beyond her years. https://t.co/8FIhpklBOF,twitter,0,still ca believe lorde 16 years old wrote ribs wise beyond years https,i still ca believe lorde was 16 years old when she wrote ribs she is so wise beyond her years https
127,@Ruthlessisback Nah ur not then since everything is electric. U could defo cut it down to maybe £15 a week. But member its winter so its generally gonna be higher,twitter,0,nah ur since everything electric u could defo cut maybe week member winter generally gon na higher,nah ur not then since everything is electric u could defo cut it down to maybe a week but member its winter so its generally gon na be higher
128,I also have no idea how Gorton isn’t pulling his hair out watching his coach butcher an 18 yo with a blazing bright future but ...,twitter,0,also idea gorton pulling hair watching coach butcher 18 yo blazing bright future,i also have no idea how gorton isn t pulling his hair out watching his coach butcher an 18 yo with a blazing bright future but
129,HAPPY BIRTHDAY TO OUR IRISH SNOWFLAKE!! @NiallOfficial How are you 22?! You better be playing T Swift all day! #22 #HappyBirthdayNiall,twitter,0,happy birthday irish snowflake 22 better playing swift day 22 happybirthdayniall,happy birthday to our irish snowflake how are you 22 you better be playing t swift all day 22 happybirthdayniall
130,@kerstinebx Whenever I turn 21 lets do it together just because we can lmao😂,twitter,0,whenever turn 21 lets together,whenever i turn 21 lets do it together just because we can
131,"Imagine your Papa carrying on like this at 60, I would just faint 😩😆 https://t.co/9P1pDkk9hU",twitter,0,imagine papa carrying like 60 would faint https,imagine your papa carrying on like this at 60 i would just faint https
132,"@laynashiree14 Austin for sure. You can always go to 7th any time, but Austin was a lot of fun for my 21st!!",twitter,0,austin sure always go 7th time austin lot fun 21st,austin for sure you can always go to 7th any time but austin was a lot of fun for my 21st
133,"We're lost for words right now. Louis Tomlinson's mum, Johannah has died at the age of 42 https://t.co/jMEIMhqksX",twitter,0,lost words right louis tomlinson mum johannah died age 42 https,we lost for words right now louis tomlinson mum johannah has died at the age of 42 https
134,The Sondheim 80th Birthday Concert will henceforth be referred to as The Sondheim 80th Birthday Women’s Summit.,twitter,0,sondheim 80th birthday concert henceforth referred sondheim 80th birthday women summit,the sondheim 80th birthday concert will henceforth be referred to as the sondheim 80th birthday women s summit
135,"@jaassrdgaf It’s always like that before someone turn 21. I was like that then next thing you know after I turn 21 I’m drinking before work going to work drunk, after school straight to the store to buy a bottle. Lol",twitter,0,always like someone turn like next thing know turn 21 drinking work going work drunk school straight store buy bottle lol,it s always like that before someone turn i was like that then next thing you know after i turn 21 i m drinking before work going to work drunk after school straight to the store to buy a bottle lol
136,I do believe my 13yo daughter had this same sentiment. Yet @realDonaldTrump is truly THAT stupid. https://t.co/6jpmrIX7KP,twitter,0,believe 13yo daughter sentiment yet truly stupid https,i do believe my 13yo daughter had this same sentiment yet is truly that stupid https
137,Finally 16!!! 🎊🎁🎉❤️ https://t.co/K8I9vonMWq,twitter,1,finally 16 https,finally 16 https
138,"15yo, getting ready to go out: how cold is it?me: 7º last I checkedhim, deadpan: so sweatshirt weatherme: *laughs uproariously*me: *pauses for uncertainty because he could be totally serious*me: no, you need a hat and gloves AND A COAThim: *rolls eyes because moms are dumb*",twitter,1,15yo getting ready go cold last checkedhim deadpan sweatshirt weatherme laughs uproariously pauses uncertainty could totally serious need hat gloves coathim rolls eyes moms dumb,15yo getting ready to go out how cold is it me last i checkedhim deadpan so sweatshirt weatherme laughs uproariously me pauses for uncertainty because he could be totally serious me no you need a hat and gloves and a coathim rolls eyes because moms are dumb
139,"i used to read 3-4 full sized novels in middle school. now i see anything longer than a paragraph and bounce. i’ll miss u brain cells, can’t believe u peaked at age 12",twitter,0,used read full sized novels middle school see anything longer paragraph bounce miss u brain cells believe u peaked age 12,i used to read full sized novels in middle school now i see anything longer than a paragraph and bounce i ll miss u brain cells can t believe u peaked at age 12
140,"At age 30, this man lost a wife, Neilia, and a one-year-old daughter, Naomi, in a car crash. He… https://t.co/n7Jt46HQ2q",twitter,0,age 30 man lost wife neilia daughter naomi car crash https,at age 30 this man lost a wife neilia and a daughter naomi in a car crash https
141,"this old lady is legit whole ass 26yrs old and claims to hate Louis but she can’t keep his name out of her mouth, she talks about him on daily basis like literally DAILY. FUCKING. BASIS, like omg she’s so so so immature for her age, blink if u need help grandma 😰😰 https://t.co/yDxVc6Ltc8",twitter,0,old lady legit whole ass 26yrs old claims hate louis keep name mouth talks daily basis like literally daily fucking basis like omg immature age blink u need help grandma https,this old lady is legit whole ass 26yrs old and claims to hate louis but she can t keep his name out of her mouth she talks about him on daily basis like literally daily fucking basis like omg she s so so so immature for her age blink if u need help grandma https
142,@RhyleighGrace Oh gosh my dad is older than yours 😂😂 he is 65 this year and mum just turned 50 😂😂,twitter,0,oh gosh dad older 65 year mum turned 50,oh gosh my dad is older than yours he is 65 this year and mum just turned 50
143,When all you wanna do it have fun. It you have to babysit your 21 y/o boyfriend,twitter,0,wan na fun babysit 21 boyfriend,when all you wan na do it have fun it you have to babysit your 21 boyfriend
144,Instagram rap tribute to dead 13yo boy lands UK teen in court for ‘hate crime’ https://t.co/svvBJhcvit   #news #breakingnews,twitter,0,instagram rap tribute dead 13yo boy lands uk teen court hate crime https news breakingnews,instagram rap tribute to dead 13yo boy lands uk teen in court for hate crime https news breakingnews
145,#Nanaimo #Fire @NanaimoBulletin Multiple firefighters battling fully involved house fire at 38 Squirrel Lane Nanaimo. https://t.co/DA11zsbHbQ,twitter,0,nanaimo fire multiple firefighters battling fully involved house fire 38 squirrel lane nanaimo https,nanaimo fire multiple firefighters battling fully involved house fire at 38 squirrel lane nanaimo https
146,@Alco_Guerrero 18th birthday concert for Vivoree pls.,twitter,0,18th birthday concert vivoree pls,18th birthday concert for vivoree pls
147,"New arrival family set MEN SIZE:S-XL. GIRL SIZE:S-XXL. DRESS SIZE:S-XXL. KIDS SIZE:6,8,10,12,14 for 1-12 years old",twitter,0,new arrival family set men size girl size dress size kids years old,new arrival family set men size girl size dress size kids for years old
148,Check out this brilliant slomo shot of @AleixEspargaro's 2nd fall of the day in Turn 11. #2016StartsNow #MotoGP  https://t.co/l758FBKwMj,twitter,0,check brilliant slomo shot 2nd fall day turn 11 2016startsnow motogp https,check out this brilliant slomo shot of 2nd fall of the day in turn 11 2016startsnow motogp https
149,"Suicide is the biggest killer of men under age 45. In some countries, men are 3 times more likely to commit suicide than women are. You can help reduce this statistic by not mocking your male friends when they open up, not making them feel less of a man. #WorldSuicideDay",twitter,0,suicide biggest killer men age countries men 3 times likely commit suicide women help reduce statistic mocking male friends open making feel less man worldsuicideday,suicide is the biggest killer of men under age in some countries men are 3 times more likely to commit suicide than women are you can help reduce this statistic by not mocking your male friends when they open up not making them feel less of a man worldsuicideday
